date,village_id,pH,turbidity_NTU,TDS_mg_L,temperature_C,diarrhea_cases,fever_cases,outbreak_label
2021-10-17,V003,6.98,3.78,311.6,18.5,0,2,0
2021-10-18,V001,7.31,2.74,270.7,22.2,2,1,0
2021-10-18,V002,7.0,2.63,363.0,24.9,3,6,0
2021-10-18,V003,7.08,2.13,380.4,22.8,1,4,0
2021-10-19,V001,7.41,2.61,411.2,26.8,3,2,0
2021-10-19,V002,7.41,3.73,319.7,22.0,1,3,0
2021-10-19,V003,7.25,2.68,373.4,21.3,2,0,0
2021-10-20,V001,7.32,1.8,338.9,17.2,2,3,0
2021-10-20,V002,6.92,3.27,292.1,25.7,0,5,0
2021-10-20,V003,7.11,2.35,342.0,23.5,1,1,0
2021-10-21,V001,6.79,2.36,392.7,20.7,3,4,0
2021-10-21,V002,7.17,2.58,454.0,21.9,1,2,0
2021-10-21,V003,7.3,1.68,278.7,20.1,1,6,0
2021-10-22,V001,7.0,1.7,307.1,26.2,1,5,0
2021-10-22,V002,7.12,2.63,364.0,22.2,1,2,0
2021-10-22,V003,7.07,2.98,301.3,19.6,1,3,0
2021-10-23,V001,7.26,3.99,441.1,21.6,4,5,0
2021-10-23,V002,7.08,2.37,303.3,22.6,2,6,0
2021-10-23,V003,7.19,2.45,298.8,22.8,3,2,0
2021-10-24,V001,7.1,1.79,369.7,22.7,1,4,0
2021-10-24,V002,7.49,3.83,353.7,19.9,2,4,0
2021-10-24,V003,7.36,2.31,453.4,19.3,5,3,0
2021-10-25,V001,7.18,2.37,319.0,27.2,3,4,0
2021-10-25,V002,7.0,2.36,366.7,28.0,3,0,0
2021-10-25,V003,7.07,2.67,292.9,22.0,3,4,0
2021-10-26,V001,7.12,2.55,295.2,24.3,1,2,0
2021-10-26,V002,7.15,1.75,378.8,21.4,3,7,0
2021-10-26,V003,7.31,2.96,388.1,20.8,1,0,0
2021-10-27,V001,7.29,2.74,330.9,20.5,1,2,0
2021-10-27,V002,7.24,4.33,323.1,24.2,3,1,0
2021-10-27,V003,7.16,2.64,323.4,24.3,0,1,0
2021-10-28,V001,6.93,2.65,341.9,23.2,3,2,0
2021-10-28,V002,7.01,2.67,284.5,20.2,6,3,0
2021-10-28,V003,7.34,2.88,324.1,20.9,2,4,0
2021-10-29,V001,7.12,2.0,396.8,24.8,3,4,0
2021-10-29,V002,7.15,2.12,309.7,23.5,2,6,0
2021-10-29,V003,7.31,3.38,324.5,19.8,5,2,0
2021-10-30,V001,7.53,1.44,413.5,20.4,1,2,0
2021-10-30,V002,7.06,2.32,331.9,25.3,4,7,0
2021-10-30,V003,7.2,1.32,376.3,19.6,0,2,0
2021-10-31,V001,7.27,2.02,364.4,23.0,1,4,0
2021-10-31,V002,7.1,1.79,378.7,23.1,3,1,0
2021-10-31,V003,7.32,2.5,321.5,24.2,1,1,0
2021-11-01,V001,7.06,3.31,363.8,23.4,2,0,0
2021-11-01,V002,7.16,2.59,332.5,24.9,1,2,0
2021-11-01,V003,7.22,2.26,306.3,20.4,2,7,0
2021-11-02,V001,7.32,2.59,372.8,24.1,3,2,0
2021-11-02,V002,7.0,2.92,387.2,24.4,1,4,0
2021-11-02,V003,7.13,3.08,261.4,24.9,1,4,0
2021-11-03,V001,7.28,2.97,300.3,21.4,0,1,0
2021-11-03,V002,7.17,2.73,400.6,18.9,1,1,0
2021-11-03,V003,7.21,3.37,356.4,24.4,1,3,0
2021-11-04,V001,7.45,2.86,296.7,19.5,5,3,0
2021-11-04,V002,7.21,3.27,389.8,26.6,1,3,0
2021-11-04,V003,7.25,2.52,413.5,21.1,2,6,0
2021-11-05,V001,7.29,3.32,263.9,21.7,1,4,0
2021-11-05,V002,7.43,2.49,287.7,20.7,1,3,0
2021-11-05,V003,7.28,3.49,343.8,24.9,2,4,0
2021-11-06,V001,7.56,2.46,373.6,23.0,4,3,0
2021-11-06,V002,7.42,2.54,313.3,23.2,1,2,0
2021-11-06,V003,7.25,1.99,268.1,22.7,1,9,0
2021-11-07,V001,7.25,2.96,308.6,25.8,0,2,0
2021-11-07,V002,7.31,1.87,388.8,18.1,4,1,0
2021-11-07,V003,7.0,2.76,307.9,21.8,2,2,0
2021-11-08,V001,6.93,1.47,388.2,19.4,1,4,0
2021-11-08,V002,7.46,1.8,401.8,23.6,3,1,0
2021-11-08,V003,7.1,2.8,338.9,23.9,4,3,0
2021-11-09,V001,7.08,0.93,370.4,23.3,0,7,0
2021-11-09,V002,7.09,3.38,385.5,20.5,6,1,0
2021-11-09,V003,7.04,2.22,397.9,24.4,5,4,0
2021-11-10,V001,7.28,3.67,349.9,20.6,3,3,0
2021-11-10,V002,7.01,2.65,289.3,23.1,2,2,0
2021-11-10,V003,7.07,2.44,351.0,19.9,5,3,0
2021-11-11,V001,7.31,1.21,264.9,20.1,4,6,0
2021-11-11,V002,7.05,3.05,330.6,22.6,4,2,0
2021-11-11,V003,7.3,1.49,311.4,22.8,3,3,0
2021-11-12,V001,7.15,3.4,273.5,22.6,3,0,0
2021-11-12,V002,7.32,2.92,312.2,24.9,2,5,0
2021-11-12,V003,7.09,1.96,307.0,22.3,1,1,0
2021-11-13,V001,7.21,2.7,457.2,25.4,1,1,0
2021-11-13,V002,7.41,2.18,389.6,20.8,2,4,0
2021-11-13,V003,7.14,1.52,333.7,20.3,5,2,0
2021-11-14,V001,6.95,0.66,326.2,22.5,3,3,0
2021-11-14,V002,7.04,2.0,380.5,21.2,5,6,0
2021-11-14,V003,7.13,2.01,348.2,21.5,2,2,0
2021-11-15,V001,7.06,2.31,352.9,25.7,1,3,0
2021-11-15,V002,7.52,3.32,383.1,20.6,1,5,0
2021-11-15,V003,7.24,1.51,385.0,20.5,0,0,0
2021-11-16,V001,7.42,1.25,314.7,22.5,2,1,0
2021-11-16,V002,7.07,3.6,356.6,20.3,3,3,0
2021-11-16,V003,7.59,3.95,374.5,22.6,1,1,0
2021-11-17,V001,7.23,2.64,399.3,23.7,5,2,0
2021-11-17,V002,7.23,2.76,419.7,22.4,1,3,0
2021-11-17,V003,7.24,2.57,350.8,26.6,1,3,0
2021-11-18,V001,6.85,3.54,432.0,22.9,2,6,0
2021-11-18,V002,7.09,2.0,307.4,22.1,1,2,0
2021-11-18,V003,7.5,3.54,387.3,26.5,0,1,0
2021-11-19,V001,7.03,1.58,311.0,20.9,2,8,0
2021-11-19,V002,7.43,2.03,408.0,24.9,1,1,0
2021-11-19,V003,7.2,2.8,268.9,21.5,0,4,0
2021-11-20,V001,7.25,3.24,353.8,19.9,1,2,0
2021-11-20,V002,7.42,2.88,338.0,21.3,2,6,0
2021-11-20,V003,7.24,2.83,387.2,21.4,1,4,0
2021-11-21,V001,7.37,1.67,284.7,20.7,2,4,0
2021-11-21,V002,7.27,1.46,396.2,20.8,2,4,0
2021-11-21,V003,7.26,2.9,336.9,21.1,1,2,0
2021-11-22,V001,7.21,2.31,293.6,21.6,2,4,0
2021-11-22,V002,7.2,2.55,381.7,21.6,0,2,0
2021-11-22,V003,7.23,0.62,325.8,22.3,3,3,0
2021-11-23,V001,6.89,1.95,342.7,18.5,1,2,0
2021-11-23,V002,7.17,2.69,299.5,23.8,5,4,0
2021-11-23,V003,6.94,1.75,384.0,22.1,3,1,0
2021-11-24,V001,7.09,2.35,326.1,23.4,2,5,0
2021-11-24,V002,7.2,3.47,315.6,25.5,1,5,0
2021-11-24,V003,7.23,3.1,377.4,18.0,6,1,0
2021-11-25,V001,7.2,3.41,334.6,21.3,0,5,0
2021-11-25,V002,7.39,2.36,267.8,19.7,0,1,0
2021-11-25,V003,6.82,2.08,454.3,23.9,3,5,0
2021-11-26,V001,6.97,2.45,366.5,20.9,2,1,0
2021-11-26,V002,7.62,3.61,298.5,22.3,3,3,0
2021-11-26,V003,6.96,2.72,309.0,20.9,5,4,0
2021-11-27,V001,6.88,2.61,350.0,18.3,1,3,0
2021-11-27,V002,7.43,2.32,294.5,23.2,2,3,0
2021-11-27,V003,6.94,3.53,428.8,20.7,2,3,0
2021-11-28,V001,6.74,2.79,358.0,26.0,1,3,0
2021-11-28,V002,7.19,1.84,371.4,19.8,0,6,0
2021-11-28,V003,7.34,2.93,333.0,23.2,2,1,0
2021-11-29,V001,7.38,0.67,354.7,20.3,1,5,0
2021-11-29,V002,7.51,2.83,331.6,23.6,1,3,0
2021-11-29,V003,7.05,2.96,285.9,18.4,1,3,0
2021-11-30,V001,7.66,1.42,310.9,21.9,2,2,0
2021-11-30,V002,7.49,4.1,356.3,22.1,0,4,0
2021-11-30,V003,7.31,1.77,332.9,18.2,1,3,0
2021-12-01,V001,7.27,2.16,365.8,21.3,5,1,0
2021-12-01,V002,7.31,2.57,426.8,20.1,2,2,0
2021-12-01,V003,7.11,1.87,297.7,25.7,1,4,0
2021-12-02,V001,7.05,3.07,405.0,24.3,0,3,0
2021-12-02,V002,7.2,2.35,286.7,18.9,5,2,0
2021-12-02,V003,6.95,3.35,346.0,16.3,2,5,0
2021-12-03,V001,7.22,0.5,299.1,22.5,5,1,0
2021-12-03,V002,7.03,3.15,346.1,22.0,4,4,0
2021-12-03,V003,6.69,2.31,328.7,21.4,1,3,0
2021-12-04,V001,7.25,3.54,380.8,21.1,1,3,0
2021-12-04,V002,6.97,1.51,392.6,22.0,3,2,0
2021-12-04,V003,7.35,2.76,387.1,23.3,4,1,0
2021-12-05,V001,7.45,3.4,321.9,24.8,2,2,0
2021-12-05,V002,7.44,2.37,309.9,23.1,1,3,0
2021-12-05,V003,6.98,2.13,275.6,21.8,3,6,0
2021-12-06,V001,7.44,2.81,380.0,23.0,0,7,0
2021-12-06,V002,7.49,1.68,338.3,24.3,0,3,0
2021-12-06,V003,7.27,1.5,324.5,22.4,2,3,0
2021-12-07,V001,7.21,3.35,274.2,26.9,3,2,0
2021-12-07,V002,7.34,2.02,309.2,20.4,1,3,0
2021-12-07,V003,7.48,2.54,403.8,22.8,0,2,0
2021-12-08,V001,7.2,2.49,342.6,23.0,1,4,0
2021-12-08,V002,7.14,0.91,393.0,23.0,3,2,0
2021-12-08,V003,7.32,2.96,323.3,23.1,1,3,0
2021-12-09,V001,7.45,2.4,328.4,24.4,7,2,0
2021-12-09,V002,7.18,1.6,402.8,22.6,0,4,0
2021-12-09,V003,7.05,3.22,296.0,22.9,1,3,0
2021-12-10,V001,7.39,3.43,360.8,21.3,2,3,0
2021-12-10,V002,7.3,2.33,400.1,22.4,1,3,0
2021-12-10,V003,6.92,1.76,381.3,24.3,4,4,0
2021-12-11,V001,7.4,2.65,384.3,18.8,3,1,0
2021-12-11,V002,7.49,2.35,338.7,21.9,1,4,0
2021-12-11,V003,7.11,1.23,370.8,24.3,3,5,0
2021-12-12,V001,7.16,1.9,342.1,22.4,2,4,0
2021-12-12,V002,7.4,1.06,391.6,24.9,4,3,0
2021-12-12,V003,7.21,2.04,362.0,22.8,2,7,0
2021-12-13,V001,7.0,3.45,407.7,18.1,3,1,0
2021-12-13,V002,7.31,2.94,359.9,16.7,1,1,0
2021-12-13,V003,7.38,3.28,405.3,23.7,2,2,0
2021-12-14,V001,7.16,2.58,254.6,20.7,1,4,0
2021-12-14,V002,7.23,2.14,278.5,17.9,0,3,0
2021-12-14,V003,6.96,0.59,491.8,23.0,1,5,0
2021-12-15,V001,7.43,1.9,310.2,23.8,1,0,0
2021-12-15,V002,6.93,1.3,300.2,23.2,2,3,0
2021-12-15,V003,7.2,3.11,327.5,23.2,1,3,0
2021-12-16,V001,6.97,2.84,414.2,23.1,2,2,0
2021-12-16,V002,7.02,2.69,350.9,22.4,4,4,0
2021-12-16,V003,7.15,3.46,303.0,21.8,3,4,0
2021-12-17,V001,7.41,2.81,412.2,20.4,1,6,0
2021-12-17,V002,7.5,2.36,387.7,24.7,1,4,0
2021-12-17,V003,7.0,2.89,278.3,20.2,2,1,0
2021-12-18,V001,7.4,2.38,395.7,23.8,4,3,0
2021-12-18,V002,7.17,1.39,283.4,18.8,2,1,0
2021-12-18,V003,6.87,2.79,413.9,23.8,1,4,0
2021-12-19,V001,7.33,3.83,313.4,21.5,3,2,0
2021-12-19,V002,7.05,2.78,400.1,20.6,1,5,0
2021-12-19,V003,7.33,2.91,316.7,19.6,3,1,0
2021-12-20,V001,7.36,3.94,362.1,22.3,4,5,0
2021-12-20,V002,7.12,4.48,286.2,24.0,1,3,0
2021-12-20,V003,7.36,1.42,403.3,20.7,2,1,0
2021-12-21,V001,6.9,2.22,412.7,18.7,1,0,0
2021-12-21,V002,7.3,3.53,464.4,23.7,3,6,0
2021-12-21,V003,7.19,1.71,336.3,22.0,1,4,0
2021-12-22,V001,7.61,2.15,394.7,20.2,2,4,0
2021-12-22,V002,7.26,3.35,350.4,23.2,1,2,0
2021-12-22,V003,6.65,1.7,378.8,21.5,1,3,0
2021-12-23,V001,6.96,2.57,271.6,21.1,1,4,0
2021-12-23,V002,7.06,4.24,313.6,23.0,2,0,0
2021-12-23,V003,7.24,1.84,355.4,20.9,3,1,0
2021-12-24,V001,7.07,2.59,378.6,19.8,2,2,0
2021-12-24,V002,7.02,1.42,333.9,23.2,1,4,0
2021-12-24,V003,7.36,2.46,309.1,24.0,4,3,0
2021-12-25,V001,7.41,3.25,297.8,20.2,0,2,0
2021-12-25,V002,7.27,1.47,286.4,22.2,2,6,0
2021-12-25,V003,7.18,2.51,363.4,21.7,0,0,0
2021-12-26,V001,7.3,2.07,390.4,22.3,3,2,0
2021-12-26,V002,7.07,2.72,289.8,19.6,1,2,0
2021-12-26,V003,6.99,3.22,345.1,20.1,3,5,0
2021-12-27,V001,7.25,2.86,304.3,23.9,1,1,0
2021-12-27,V002,7.16,2.63,374.5,25.8,2,0,0
2021-12-27,V003,7.04,2.12,414.2,21.8,1,1,0
2021-12-28,V001,7.3,2.89,368.2,24.1,0,6,0
2021-12-28,V002,7.18,4.31,460.2,22.2,2,5,0
2021-12-28,V003,7.02,1.54,420.0,19.5,2,2,0
2021-12-29,V001,7.17,1.99,287.8,21.8,2,3,0
2021-12-29,V002,7.4,1.09,354.3,23.8,1,3,0
2021-12-29,V003,7.01,2.03,380.4,21.9,3,0,0
2021-12-30,V001,7.14,1.13,386.9,21.9,4,4,0
2021-12-30,V002,7.48,3.56,411.5,24.6,4,5,0
2021-12-30,V003,7.33,3.56,396.3,24.3,2,7,0
2021-12-31,V001,6.99,2.34,286.6,21.1,1,5,0
2021-12-31,V002,7.63,3.41,410.3,22.7,1,5,0
2021-12-31,V003,7.11,1.05,263.1,22.4,2,3,0
2022-01-01,V001,7.2,2.19,349.1,23.2,2,0,0
2022-01-01,V002,6.93,3.77,335.1,25.8,2,1,0
2022-01-01,V003,7.56,3.11,348.4,24.0,3,1,0
2022-01-02,V001,7.37,1.35,299.5,20.7,0,2,0
2022-01-02,V002,7.18,1.54,452.2,22.9,2,2,0
2022-01-02,V003,7.47,1.55,451.7,24.5,0,2,0
2022-01-03,V001,7.44,1.17,306.0,21.3,0,4,0
2022-01-03,V002,7.41,2.49,412.0,20.9,2,1,0
2022-01-03,V003,7.37,1.48,427.2,24.2,2,5,0
2022-01-04,V001,7.43,1.4,429.4,24.2,1,1,0
2022-01-04,V002,7.09,1.61,378.9,21.6,2,2,0
2022-01-04,V003,6.84,2.62,358.5,20.3,1,2,0
2022-01-05,V001,7.29,2.71,333.0,21.3,1,3,0
2022-01-05,V002,6.93,3.89,408.0,24.0,0,1,0
2022-01-05,V003,7.39,2.45,301.1,20.5,3,1,0
2022-01-06,V001,7.36,2.12,402.1,18.4,4,2,0
2022-01-06,V002,7.21,2.72,396.6,20.5,0,3,0
2022-01-06,V003,7.41,3.18,322.6,24.1,2,4,0
2022-01-07,V001,7.0,2.78,406.5,24.2,5,3,0
2022-01-07,V002,7.22,3.01,295.6,20.5,4,1,0
2022-01-07,V003,6.87,3.06,429.8,21.3,1,3,0
2022-01-08,V001,7.19,2.89,390.6,22.6,0,4,0
2022-01-08,V002,7.02,2.35,300.9,22.7,1,3,0
2022-01-08,V003,7.48,3.31,373.1,18.2,1,1,0
2022-01-09,V001,6.89,3.66,394.5,23.8,4,4,0
2022-01-09,V002,7.46,2.69,328.1,20.0,1,5,0
2022-01-09,V003,6.95,2.78,251.2,19.9,4,3,0
2022-01-10,V001,7.24,2.0,439.9,19.4,2,6,0
2022-01-10,V002,6.8,3.28,295.5,18.3,0,4,0
2022-01-10,V003,6.94,3.07,423.7,22.1,1,3,0
2022-01-11,V001,7.06,1.22,478.0,25.1,2,4,0
2022-01-11,V002,7.09,2.96,290.7,21.9,2,0,0
2022-01-11,V003,7.23,1.78,316.7,20.3,3,3,0
2022-01-12,V001,6.8,1.95,370.1,18.8,1,3,0
2022-01-12,V002,7.36,2.56,412.7,23.5,4,2,0
2022-01-12,V003,7.17,3.13,333.4,22.1,1,2,0
2022-01-13,V001,7.17,2.95,371.3,24.4,2,5,0
2022-01-13,V002,7.05,2.61,391.6,21.8,2,2,0
2022-01-13,V003,7.25,2.01,274.0,22.5,2,1,0
2022-01-14,V001,7.09,3.04,352.6,22.4,0,3,0
2022-01-14,V002,6.78,1.49,322.9,22.4,1,2,0
2022-01-14,V003,6.93,1.0,367.3,19.4,3,7,0
2022-01-15,V001,7.41,2.56,397.8,20.6,1,1,0
2022-01-15,V002,7.19,4.53,270.2,20.8,2,1,0
2022-01-15,V003,7.42,3.78,360.6,22.9,3,4,0
2022-01-16,V001,7.08,1.61,312.5,23.3,1,0,0
2022-01-16,V002,7.24,1.67,339.6,21.4,0,7,0
2022-01-16,V003,7.4,2.66,389.6,22.8,0,2,0
2022-01-17,V001,7.26,3.35,381.9,20.1,0,2,0
2022-01-17,V002,6.75,2.2,398.8,22.3,0,2,0
2022-01-17,V003,7.03,2.34,287.7,21.2,2,4,0
2022-01-18,V001,6.97,3.92,294.7,22.0,3,0,0
2022-01-18,V002,7.27,2.91,390.7,19.1,2,2,0
2022-01-18,V003,7.36,1.98,367.1,21.8,1,2,0
2022-01-19,V001,7.03,3.29,423.2,22.4,1,2,0
2022-01-19,V002,7.16,0.97,327.8,21.4,2,3,0
2022-01-19,V003,7.67,1.61,364.5,20.4,4,3,0
2022-01-20,V001,7.36,2.15,419.5,24.6,2,2,0
2022-01-20,V002,7.08,3.37,296.7,26.2,0,4,0
2022-01-20,V003,7.15,1.49,359.5,22.2,2,4,0
2022-01-21,V001,7.42,1.75,350.0,20.5,2,6,0
2022-01-21,V002,7.08,1.46,383.7,20.2,5,4,0
2022-01-21,V003,7.02,2.0,347.0,21.1,3,4,0
2022-01-22,V001,7.2,2.15,321.3,22.7,1,3,0
2022-01-22,V002,7.28,2.3,317.9,21.7,1,4,0
2022-01-22,V003,7.18,2.31,367.8,22.4,1,1,0
2022-01-23,V001,7.51,1.26,326.3,19.6,0,1,0
2022-01-23,V002,7.17,0.59,300.4,22.2,3,4,0
2022-01-23,V003,6.93,1.76,354.1,26.2,1,4,0
2022-01-24,V001,7.32,2.51,344.0,17.4,2,5,0
2022-01-24,V002,7.3,2.85,375.2,21.1,3,2,0
2022-01-24,V003,7.07,3.03,295.5,21.9,1,1,0
2022-01-25,V001,7.04,2.25,400.6,21.6,6,3,0
2022-01-25,V002,6.99,2.95,372.7,24.2,0,5,0
2022-01-25,V003,7.18,2.34,300.8,23.2,2,1,0
2022-01-26,V001,7.12,3.62,362.3,24.6,0,2,0
2022-01-26,V002,7.17,2.93,340.7,21.7,4,5,0
2022-01-26,V003,7.13,3.48,389.1,20.4,3,2,0
2022-01-27,V001,7.32,3.96,348.0,22.5,2,4,0
2022-01-27,V002,7.41,2.23,364.8,22.1,1,1,0
2022-01-27,V003,7.45,2.53,398.5,20.8,0,6,0
2022-01-28,V001,6.95,1.4,262.1,22.7,3,7,0
2022-01-28,V002,7.12,2.95,287.4,21.5,5,4,0
2022-01-28,V003,7.18,3.66,397.8,23.8,2,4,0
2022-01-29,V001,7.48,3.3,381.0,21.2,2,2,0
2022-01-29,V002,7.39,3.32,335.3,19.0,3,3,0
2022-01-29,V003,7.34,3.45,244.3,22.1,2,2,0
2022-01-30,V001,7.07,2.55,364.9,22.3,0,3,0
2022-01-30,V002,7.13,2.02,363.8,23.9,2,2,0
2022-01-30,V003,7.36,2.45,338.9,23.0,1,3,0
2022-01-31,V001,6.92,2.27,355.2,20.7,3,4,0
2022-01-31,V002,7.32,1.21,351.2,22.5,3,7,0
2022-01-31,V003,7.08,3.18,308.6,24.7,3,1,0
2022-02-01,V001,7.31,2.93,367.2,18.6,0,3,0
2022-02-01,V002,7.23,1.37,390.2,20.7,1,5,0
2022-02-01,V003,7.4,3.06,254.8,19.5,1,5,0
2022-02-02,V001,7.21,1.68,367.7,23.0,1,6,0
2022-02-02,V002,7.28,4.48,343.9,21.0,3,5,0
2022-02-02,V003,7.11,1.72,391.3,25.6,3,2,0
2022-02-03,V001,7.03,2.54,281.5,21.3,2,3,0
2022-02-03,V002,7.16,1.59,379.6,26.2,2,1,0
2022-02-03,V003,7.15,2.37,374.2,18.7,0,2,0
2022-02-04,V001,7.27,2.81,374.1,25.3,5,2,0
2022-02-04,V002,7.1,2.72,420.4,24.5,2,5,0
2022-02-04,V003,7.07,2.99,320.4,21.8,3,3,0
2022-02-05,V001,7.17,3.79,436.7,23.1,0,6,0
2022-02-05,V002,7.28,3.94,391.5,21.6,2,6,0
2022-02-05,V003,6.95,2.56,364.4,19.6,2,5,0
2022-02-06,V001,7.14,0.94,352.2,23.8,1,5,0
2022-02-06,V002,7.0,2.93,265.6,18.8,2,4,0
2022-02-06,V003,7.33,0.76,307.3,22.2,2,4,0
2022-02-07,V001,6.63,2.46,306.8,22.5,3,2,0
2022-02-07,V002,7.23,0.99,338.5,25.2,3,1,0
2022-02-07,V003,7.44,1.9,300.6,19.8,1,5,0
2022-02-08,V001,7.2,1.09,306.0,23.7,4,5,0
2022-02-08,V002,7.24,3.74,387.1,17.5,4,1,0
2022-02-08,V003,6.95,2.26,292.3,23.9,2,4,0
2022-02-09,V001,7.2,2.79,331.6,21.2,2,1,0
2022-02-09,V002,7.07,1.41,294.6,24.4,2,3,0
2022-02-09,V003,7.05,1.63,313.9,21.8,3,2,0
2022-02-10,V001,7.08,1.8,415.8,21.0,2,3,0
2022-02-10,V002,7.08,1.79,286.6,20.1,2,3,0
2022-02-10,V003,7.15,2.61,324.3,17.8,3,2,0
2022-02-11,V001,6.96,2.67,271.6,20.7,2,3,0
2022-02-11,V002,7.24,2.29,397.0,21.6,4,1,0
2022-02-11,V003,7.22,2.27,328.2,21.3,1,3,0
2022-02-12,V001,7.5,4.31,334.1,20.7,2,3,0
2022-02-12,V002,7.47,2.0,352.6,19.1,2,2,0
2022-02-12,V003,6.98,2.66,324.7,22.8,4,4,0
2022-02-13,V001,7.4,4.91,365.4,23.2,4,1,0
2022-02-13,V002,7.28,2.49,354.2,24.6,1,3,0
2022-02-13,V003,7.36,2.59,387.0,20.5,1,5,0
2022-02-14,V001,7.18,1.86,234.6,23.3,3,6,0
2022-02-14,V002,7.11,1.96,311.0,19.0,2,4,0
2022-02-14,V003,7.29,2.74,406.1,25.6,2,3,0
2022-02-15,V001,7.34,2.92,168.2,17.0,3,4,0
2022-02-15,V002,6.75,2.18,286.9,24.5,2,6,0
2022-02-15,V003,7.27,2.14,269.6,22.2,2,0,0
2022-02-16,V001,6.92,1.43,349.4,20.4,1,2,0
2022-02-16,V002,7.39,3.47,356.9,21.3,0,3,0
2022-02-16,V003,6.85,3.52,309.8,18.1,1,1,0
2022-02-17,V001,7.2,1.58,277.6,19.9,3,2,0
2022-02-17,V002,7.16,2.85,381.0,21.9,3,2,0
2022-02-17,V003,7.56,1.94,350.8,22.2,1,4,0
2022-02-18,V001,7.11,2.98,333.0,20.7,4,2,0
2022-02-18,V002,6.95,0.95,290.8,25.3,4,6,0
2022-02-18,V003,7.39,2.38,335.0,25.3,2,5,0
2022-02-19,V001,7.07,2.56,380.1,19.7,3,4,0
2022-02-19,V002,7.06,2.72,429.7,20.9,1,3,0
2022-02-19,V003,7.1,0.89,365.4,22.9,2,2,0
2022-02-20,V001,7.11,2.37,368.9,22.6,3,2,0
2022-02-20,V002,6.9,3.16,395.1,24.4,2,1,0
2022-02-20,V003,6.97,2.88,309.7,25.5,1,2,0
2022-02-21,V001,6.88,1.75,383.8,19.1,0,2,0
2022-02-21,V002,7.3,2.39,328.2,25.9,3,3,0
2022-02-21,V003,7.27,2.16,272.3,21.6,4,5,0
2022-02-22,V001,7.32,3.2,381.2,19.1,2,1,0
2022-02-22,V002,7.33,3.06,393.7,24.5,1,1,0
2022-02-22,V003,6.79,3.41,375.0,23.6,1,2,0
2022-02-23,V001,7.38,1.22,447.2,19.4,0,1,0
2022-02-23,V002,7.24,1.25,363.6,18.3,1,3,0
2022-02-23,V003,7.46,2.65,384.5,20.8,1,1,0
2022-02-24,V001,6.99,2.62,400.9,24.6,2,3,0
2022-02-24,V002,7.45,2.25,263.5,22.7,6,4,0
2022-02-24,V003,6.86,2.07,369.2,20.4,2,3,0
2022-02-25,V001,6.87,2.63,366.7,22.1,2,5,0
2022-02-25,V002,7.3,2.63,287.1,22.8,1,5,0
2022-02-25,V003,7.12,2.19,321.9,20.3,1,2,0
2022-02-26,V001,7.23,3.96,405.8,22.1,5,2,0
2022-02-26,V002,7.18,2.97,298.9,22.7,3,1,0
2022-02-26,V003,7.12,3.36,347.2,21.9,1,5,0
2022-02-27,V001,6.93,2.45,308.4,20.1,2,4,0
2022-02-27,V002,7.43,3.52,345.6,22.6,1,3,0
2022-02-27,V003,6.84,3.18,381.8,19.9,2,4,0
2022-02-28,V001,7.26,2.65,287.6,21.0,2,2,0
2022-02-28,V002,7.16,2.87,385.0,21.1,1,3,0
2022-02-28,V003,7.09,5.06,317.5,24.1,2,3,0
2022-03-01,V001,7.06,2.54,284.3,20.8,1,3,0
2022-03-01,V002,7.43,3.09,375.5,23.0,0,4,0
2022-03-01,V003,7.32,2.69,373.9,19.1,1,2,0
2022-03-02,V001,7.61,2.19,346.3,21.9,0,5,0
2022-03-02,V002,7.06,2.24,374.6,21.8,2,2,0
2022-03-02,V003,7.23,2.71,308.1,19.6,1,2,0
2022-03-03,V001,6.97,3.15,337.4,22.9,1,4,0
2022-03-03,V002,7.35,2.49,331.9,24.7,3,3,0
2022-03-03,V003,7.4,1.58,404.7,20.6,1,3,0
2022-03-04,V001,7.29,2.18,317.5,27.7,1,5,0
2022-03-04,V002,7.37,3.49,358.4,20.3,3,1,0
2022-03-04,V003,7.18,3.6,378.2,23.5,3,2,0
2022-03-05,V001,7.35,3.09,385.4,22.6,2,1,0
2022-03-05,V002,7.01,2.14,358.1,22.2,1,4,0
2022-03-05,V003,7.41,1.51,317.7,23.9,4,7,0
2022-03-06,V001,7.52,1.26,340.3,22.3,1,7,0
2022-03-06,V002,7.48,2.18,395.2,21.5,2,1,0
2022-03-06,V003,7.23,2.79,422.3,22.4,4,0,0
2022-03-07,V001,7.42,2.78,412.2,19.2,3,3,0
2022-03-07,V002,6.99,2.08,408.9,19.1,4,3,0
2022-03-07,V003,7.16,3.25,342.2,24.6,1,0,0
2022-03-08,V001,7.21,3.21,272.6,23.2,2,6,0
2022-03-08,V002,7.18,3.26,363.2,20.0,0,3,0
2022-03-08,V003,7.33,1.85,404.9,18.7,1,2,0
2022-03-09,V001,7.34,1.92,301.6,20.9,2,2,0
2022-03-09,V002,7.09,2.36,307.5,22.9,1,4,0
2022-03-09,V003,7.24,3.26,377.9,22.9,1,3,0
2022-03-10,V001,7.05,2.64,328.2,21.2,1,2,0
2022-03-10,V002,7.09,3.53,272.8,23.3,1,3,0
2022-03-10,V003,7.46,3.33,304.0,22.6,0,3,0
2022-03-11,V001,7.41,2.56,417.6,23.1,2,2,0
2022-03-11,V002,6.84,2.1,388.6,21.6,1,8,0
